scene_order,scene_id,scene_title,mp3_name,speaker,emotion,line_text,tts_prompt
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_025_alex_honest.mp3,Alex,honest,I miss feeling surprised by us. Not expensive. Just... thought about.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: honest. Delivery: sincere, vulnerable, steady eye contact energy. Clean studio recording, no background music, no sound effects. Speak exactly: ""I miss feeling surprised by us. Not expensive. Just... thought about."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_026_jamie_open-hearted.mp3,Jamie,open-hearted,"That's fair. I can work with specific. I just freeze when the standard is ""be more like the internet.""","Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""That's fair. I can work with specific. I just freeze when the standard is """"be more like the internet."""""""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_027_alex_open-hearted.mp3,Alex,open-hearted,"Maybe one intentional date a month. Or even a note in my bag sometimes. Something that belongs to us, not to the algorithm.","Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""Maybe one intentional date a month. Or even a note in my bag sometimes. Something that belongs to us, not to the algorithm."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_028_jamie_open-hearted.mp3,Jamie,open-hearted,That I can do. I just needed a real map instead of a vibe I was supposed to magically guess.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""That I can do. I just needed a real map instead of a vibe I was supposed to magically guess."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_029_alex_open-hearted.mp3,Alex,open-hearted,That actually sounds better than copying somebody else's anniversary montage.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""That actually sounds better than copying somebody else's anniversary montage."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_030_jamie_warm.mp3,Jamie,warm,Good. Then let's make something smaller and more ours.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: warm. Delivery: gentle warmth, easy affection, soft smile in the voice. Clean studio recording, no background music, no sound effects. Speak exactly: ""Good. Then let's make something smaller and more ours."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_031_narration_reflective.mp3,Narration,reflective,"Alex asks for intention instead of spectacle, and Jamie responds with the kind of clarity that turns pressure into partnership.","Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Alex asks for intention instead of spectacle, and Jamie responds with the kind of clarity that turns pressure into partnership."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_032_narration_reflective.mp3,Narration,reflective,Specific requests create room for intimacy. Vague pressure usually only creates defensiveness.,"Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Specific requests create room for intimacy. Vague pressure usually only creates defensiveness."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_033_alex_insecure.mp3,Alex,insecure,I don't know. I just want it to feel more special without having to explain every little thing.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: insecure. Delivery: quiet vulnerability, small hesitations, emotionally exposed without melodrama. Clean studio recording, no background music, no sound effects. Speak exactly: ""I don't know. I just want it to feel more special without having to explain every little thing."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_034_jamie_firm.mp3,Jamie,firm,"Then I'm probably going to keep missing, because ""special"" can mean ten different things and only one of us is in your head.","Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: firm. Delivery: clear boundaries, calm and steady, no yelling. Clean studio recording, no background music, no sound effects. Speak exactly: ""Then I'm probably going to keep missing, because """"special"""" can mean ten different things and only one of us is in your head."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_035_alex_insecure.mp3,Alex,insecure,That's exactly what I'm scared of.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: insecure. Delivery: quiet vulnerability, small hesitations, emotionally exposed without melodrama. Clean studio recording, no background music, no sound effects. Speak exactly: ""That's exactly what I'm scared of."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_036_jamie_hurt.mp3,Jamie,hurt,And now I'm scared of disappointing you by default.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: hurt. Delivery: emotionally stung, soft but unmistakably hurt. Clean studio recording, no background music, no sound effects. Speak exactly: ""And now I'm scared of disappointing you by default."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_037_narration_reflective.mp3,Narration,reflective,"Neither person explodes, but the relationship bends under an expectation nobody has really defined in human terms.","Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Neither person explodes, but the relationship bends under an expectation nobody has really defined in human terms."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_038_narration_reflective.mp3,Narration,reflective,Even a gentle request can turn into pressure when the desired outcome stays imaginary and the partner is left guessing.,"Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Even a gentle request can turn into pressure when the desired outcome stays imaginary and the partner is left guessing."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_039_alex_steady.mp3,Alex,steady,Snacks sound good. Maybe I just need to get out of my own head for an hour.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: steady. Delivery: natural, grounded, emotionally even and conversational. Clean studio recording, no background music, no sound effects. Speak exactly: ""Snacks sound good. Maybe I just need to get out of my own head for an hour."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_040_jamie_warm.mp3,Jamie,warm,That I can help with. Come on.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: warm. Delivery: gentle warmth, easy affection, soft smile in the voice. Clean studio recording, no background music, no sound effects. Speak exactly: ""That I can help with. Come on."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_041_alex_insecure.mp3,Alex,insecure,The walk is easy in the way real things are easy. That almost makes me sadder.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: insecure. Delivery: quiet vulnerability, small hesitations, emotionally exposed without melodrama. Clean studio recording, no background music, no sound effects. Speak exactly: ""The walk is easy in the way real things are easy. That almost makes me sadder."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_042_jamie_concerned.mp3,Jamie,concerned,"You're smiling and spiraling at the same time, which is honestly kind of impressive.","Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: concerned. Delivery: gentle concern, attentive and caring. Clean studio recording, no background music, no sound effects. Speak exactly: ""You're smiling and spiraling at the same time, which is honestly kind of impressive."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_043_alex_honest.mp3,Alex,honest,"Can I ruin the easy mood for one second by being honest? I'm scared simple means I'm settling, and I don't even know if that's my thought or the internet's.","Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: honest. Delivery: sincere, vulnerable, steady eye contact energy. Clean studio recording, no background music, no sound effects. Speak exactly: ""Can I ruin the easy mood for one second by being honest? I'm scared simple means I'm settling, and I don't even know if that's my thought or the internet's."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_044_jamie_open-hearted.mp3,Jamie,open-hearted,That's not ruining the mood. That's trusting me with the part of you that's embarrassed.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""That's not ruining the mood. That's trusting me with the part of you that's embarrassed."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_045_alex_open-hearted.mp3,Alex,open-hearted,I think I needed that more than I needed a grand gesture.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""I think I needed that more than I needed a grand gesture."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_046_jamie_open-hearted.mp3,Jamie,open-hearted,Then let's keep choosing real over impressive.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: open-hearted. Delivery: warmly open, relieved, gently hopeful. Clean studio recording, no background music, no sound effects. Speak exactly: ""Then let's keep choosing real over impressive."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_047_narration_reflective.mp3,Narration,reflective,Alex lets a simple afternoon become the place where the deeper insecurity finally gets named instead of hidden.,"Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Alex lets a simple afternoon become the place where the deeper insecurity finally gets named instead of hidden."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_048_narration_reflective.mp3,Narration,reflective,Sometimes the most romantic move is not escalation. It is choosing honesty before dissatisfaction hardens into distance.,"Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Sometimes the most romantic move is not escalation. It is choosing honesty before dissatisfaction hardens into distance."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_049_alex_bittersweet.mp3,Alex,bittersweet,"I keep trying to make myself want this exact style of love, and maybe that's the part that isn't fair to either of us.","Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: bittersweet. Delivery: soft sadness mixed with acceptance and tenderness. Clean studio recording, no background music, no sound effects. Speak exactly: ""I keep trying to make myself want this exact style of love, and maybe that's the part that isn't fair to either of us."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_050_jamie_hurt.mp3,Jamie,hurt,"Do you mean you want something else, or that you want out?","Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: hurt. Delivery: emotionally stung, soft but unmistakably hurt. Clean studio recording, no background music, no sound effects. Speak exactly: ""Do you mean you want something else, or that you want out?"""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_051_alex_bittersweet.mp3,Alex,bittersweet,I think I need to stop pretending those are different questions for me.,"Alex voice: player-character young adult voice, introspective and idealistic, emotionally porous, natural conversational pacing. Emotion: bittersweet. Delivery: soft sadness mixed with acceptance and tenderness. Clean studio recording, no background music, no sound effects. Speak exactly: ""I think I need to stop pretending those are different questions for me."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_052_jamie_hurt.mp3,Jamie,hurt,Then I'd rather hear the truth now than six months after we've both gotten quieter.,"Jamie voice: warm grounded young adult voice, affectionate, understated, emotionally steady. Emotion: hurt. Delivery: emotionally stung, soft but unmistakably hurt. Clean studio recording, no background music, no sound effects. Speak exactly: ""Then I'd rather hear the truth now than six months after we've both gotten quieter."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_053_narration_reflective.mp3,Narration,reflective,"Alex leaves with more clarity than certainty, choosing not to keep stretching the relationship into a shape that no longer feels honest.","Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Alex leaves with more clarity than certainty, choosing not to keep stretching the relationship into a shape that no longer feels honest."""
1,social-media-expectations,Social Media Influence on Relationship Expectations,s01_social_media_054_narration_reflective.mp3,Narration,reflective,"Not every ending means someone failed. Sometimes it means the comparison uncovered a mismatch that needed honest language, not denial.","Narration voice: gentle omniscient storyteller, warm and cinematic, clear diction, intimate visual-novel pacing. Emotion: reflective. Delivery: measured, intimate, observant, narration-like calm. Clean studio recording, no background music, no sound effects. Speak exactly: ""Not every ending means someone failed. Sometimes it means the comparison uncovered a mismatch that needed honest language, not denial."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_001_riley_steady.mp3,Riley,steady,"Chris liked her new post, then the next one, then the one from two weeks ago.","Riley voice: sensitive young adult voice, anxious and thoughtful, prone to spiraling but sincere. Emotion: steady. Delivery: natural, grounded, emotionally even and conversational. Clean studio recording, no background music, no sound effects. Speak exactly: ""Chris liked her new post, then the next one, then the one from two weeks ago."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_002_riley_anxious.mp3,Riley,anxious,I hate how quickly my brain turns that into a story about me not being enough in this relationship.,"Riley voice: sensitive young adult voice, anxious and thoughtful, prone to spiraling but sincere. Emotion: anxious. Delivery: tight breath, quick thoughts, emotional tension under the words. Clean studio recording, no background music, no sound effects. Speak exactly: ""I hate how quickly my brain turns that into a story about me not being enough in this relationship."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_003_riley_anxious.mp3,Riley,anxious,"Nothing has technically happened, which almost makes it worse. It means I have to decide what to do with my own imagination first.","Riley voice: sensitive young adult voice, anxious and thoughtful, prone to spiraling but sincere. Emotion: anxious. Delivery: tight breath, quick thoughts, emotional tension under the words. Clean studio recording, no background music, no sound effects. Speak exactly: ""Nothing has technically happened, which almost makes it worse. It means I have to decide what to do with my own imagination first."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_004_chris_friendly.mp3,Chris,friendly,You've been typing in our chat and deleting for five minutes. Should I be nervous?,"Chris voice: friendly social young adult voice, expressive, reactive, capable of reassurance and defensiveness. Emotion: friendly. Delivery: easygoing, open, socially warm. Clean studio recording, no background music, no sound effects. Speak exactly: ""You've been typing in our chat and deleting for five minutes. Should I be nervous?"""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_005_riley_vulnerable.mp3,Riley,vulnerable,"A little, maybe. I noticed how often you've been liking Mara's posts, and I don't want to invent a whole story if there isn't one.","Riley voice: sensitive young adult voice, anxious and thoughtful, prone to spiraling but sincere. Emotion: vulnerable. Delivery: openly exposed, careful, trying to stay brave while speaking. Clean studio recording, no background music, no sound effects. Speak exactly: ""A little, maybe. I noticed how often you've been liking Mara's posts, and I don't want to invent a whole story if there isn't one."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_006_chris_confused.mp3,Chris,confused,"Thank you for asking it that way. She's in my group project, and I didn't realize it looked like something else from your side.","Chris voice: friendly social young adult voice, expressive, reactive, capable of reassurance and defensiveness. Emotion: confused. Delivery: caught off guard, trying to understand in real time. Clean studio recording, no background music, no sound effects. Speak exactly: ""Thank you for asking it that way. She's in my group project, and I didn't realize it looked like something else from your side."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_007_riley_withdrawn.mp3,Riley,withdrawn,It mostly hit me because I already felt insecure before I opened the app.,"Riley voice: sensitive young adult voice, anxious and thoughtful, prone to spiraling but sincere. Emotion: withdrawn. Delivery: quieter, more inward, hesitant to need too much. Clean studio recording, no background music, no sound effects. Speak exactly: ""It mostly hit me because I already felt insecure before I opened the app."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_008_chris_reassuring.mp3,Chris,reassuring,"Then let's talk about the actual insecurity too, not just the likes.","Chris voice: friendly social young adult voice, expressive, reactive, capable of reassurance and defensiveness. Emotion: reassuring. Delivery: calm, grounding, emotionally safe, quietly supportive. Clean studio recording, no background music, no sound effects. Speak exactly: ""Then let's talk about the actual insecurity too, not just the likes."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_009_riley_vulnerable.mp3,Riley,vulnerable,I don't need you to never interact with anyone. I just need us to be honest about what would make either of us feel disrespected.,"Riley voice: sensitive young adult voice, anxious and thoughtful, prone to spiraling but sincere. Emotion: vulnerable. Delivery: openly exposed, careful, trying to stay brave while speaking. Clean studio recording, no background music, no sound effects. Speak exactly: ""I don't need you to never interact with anyone. I just need us to be honest about what would make either of us feel disrespected."""
2,online-jealousy,Online Jealousy and Trust Issues,s02_online_jealousy_010_chris_reassuring.mp3,Chris,reassuring,"That's fair. I can be more aware, and I also want you to tell me before you carry it alone for three days.","Chris voice: friendly social young adult voice, expressive, reactive, capable of reassurance and defensiveness. Emotion: reassuring. Delivery: calm, grounding, emotionally safe, quietly supportive. Clean studio recording, no background music, no sound effects. Speak exactly: ""That's fair. I can be more aware, and I also want you to tell me before you carry it alone for three days."""
